time	pair	open	high	low	close	rsi	macd	atr	ema_20	ema_50
2026-01-18 17:45:00	GBPJPY	211.6924	211.70147	211.68955	211.69363	61.04939973224843	0.01415338609993455	0.026954756853797748	211.66509243829023	211.6511994768003
2026-01-18 17:45:00	XAUUSD	4595.27358	4595.47381	4595.21737	4595.28544	48.74138910524651	-0.005590777791439905	0.2598331900327978	4595.301948232346	4595.307518179694
2026-01-18 17:45:00	USDCAD	1.39165	1.39172	1.39163	1.39165	50.05332815047203	3.145242692514927e-06	0.00011154327591573695	1.3916525553136847	1.391638470445798
2026-01-18 18:00:00	EURUSD	1.16059	1.16064	1.16057	1.16059	55.487892799707595	1.6031820614159642e-05	7.916652031454563e-05	1.1605757354021935	1.1604924973813038
2026-01-18 18:00:00	USDJPY	158.20427	158.21101	158.20213	158.20414	57.69252642007471	0.006804644092738954	0.01519684876637561	158.19428139455832	158.18712662297906
2026-01-18 18:00:00	GBPUSD	1.33806	1.33812	1.33804	1.33806	54.40014144697926	2.6213703214539308e-05	0.00010585619349534832	1.3380235824394378	1.337996548634641
2026-01-18 18:00:00	USDCAD	1.39166	1.39172	1.39165	1.39167	52.77702165492404	4.866989215868145e-06	0.00010857476717386337	1.3916550779401593	1.3916399006183582
2026-01-18 18:00:00	GBPJPY	211.6869	211.69607	211.68413	211.69005	59.742340942924805	0.01417440095988809	0.02645920974919586	211.66721856866386	211.65260038711617
2026-01-18 18:00:00	XAUUSD	4595.27358	4595.46928	4595.21135	4595.34413	52.3780010658744	0.0011342995430823066	0.25969682456050514	4595.309581088358	4595.308762211296
2026-01-18 18:15:00	EURUSD	1.16059	1.16064	1.16057	1.16059	54.40950115999126	1.6554551226732883e-05	7.851507746722409e-05	1.1605788280967524	1.1605014679787282
2026-01-18 18:15:00	USDJPY	158.20427	158.21116	158.20226	158.20226	55.916114685905306	0.006760908214261008	0.014747035370206921	158.19527809217874	158.18777043265513
2026-01-18 18:15:00	GBPUSD	1.33806	1.33812	1.33803	1.33808	55.6786154440897	2.9245232021191114e-05	0.00010472447893086779	1.3380315405744574	1.338000951571691
2026-01-18 18:15:00	USDCAD	1.39166	1.39172	1.39164	1.3917	56.56378059560125	9.192964387727542e-06	0.00010653937182948863	1.3916610759857735	1.3916415465435137
2026-01-18 18:15:00	GBPJPY	211.6869	211.69597	211.68144	211.68144	56.5145883918971	0.013294350964315527	0.02560704445445907	211.66825712225273	211.6537424506475
2026-01-18 18:15:00	XAUUSD	4595.27358	4595.4718	4595.2124	4595.36903	53.7512353038604	0.007643005005775194	0.2599410033078259	4595.317929645551	4595.311968390464
2026-01-18 18:30:00	XAUUSD	4595.27358	4595.43413	4595.25994	4595.25994	46.88333679635457	-0.002444470642330998	0.25381486818806714	4595.3062513738105	4595.308790484025
2026-01-18 19:00:00	EURUSD	1.16056	1.16061	1.16055	1.16058	51.55785751021228	1.2779165062148934e-05	7.870575551714974e-05	1.1605810742994394	1.16050694796037
2026-01-18 19:00:00	USDJPY	158.21548	158.22235	158.21139	158.21238	60.281805916282096	0.00756182978196307	0.014746759918234608	158.19935921102402	158.19045569366065
2026-01-18 19:00:00	GBPUSD	1.33812	1.33818	1.3381	1.3381	56.88505889549	3.181347422254177e-05	0.00010239774301104936	1.3380478938279574	1.338011464913032
2026-01-18 19:00:00	USDCAD	1.39166	1.39171	1.39164	1.39167	50.83444368160883	1.057094225820343e-05	0.00011993583211571787	1.3916679818164113	1.3916484626479564
